Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guatemala,GTM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,389.862,378.759,369.42,361.99,356.591,353.649,353.452,351.081,346.34,341.404,329.002,314.456,298.38,281.904,267.867,257.084,362.775,243.132,238.85,235.514,233.771,229.78,274.965,216.492,212.106,208.784,206.171,203.753,201.762,200.72,201.537,199.793,198.779,196.116,191.494,185.873,178.313,170.682,165.196,158,154.384,152.793,152.483,152.267,151.689,154.304,146.701,142.759,138.896,135.227,133.12,131.177,130.396,129.959,129.638,129.843,127.839,126.665,126.862,125.804,134.551,
Guam,GUM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,261.704,252.431,246.559,234.76,225.297,219.84,219.002,199.707,187.208,186.126,177.375,174.597,168.096,162.617,158.795,153.784,147.051,136.597,128.725,122.916,121.407,119.726,118.182,115.826,114.159,112.385,110.288,108.802,106.514,105.181,107.521,106.353,106.593,107.76,108.251,108.221,113.34,112.659,111.818,110.186,108.617,99.351,96.941,95.828,96.414,94.687,94.71,96.49,96.264,96.912,93.631,90.756,93.556,94.884,93.576,94.424,92.533,90.596,88.754,87.115,85.497,
Guyana,GUY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,301.955,297.424,294.09,290.64,287.024,284.107,281.749,279.173,276.886,274.837,272.751,270.8,268.541,267.235,265.127,263.503,261.892,260.31,258.113,256.658,254.751,254.35,253.283,253.496,253.021,251.786,250.231,248.293,247.034,245.025,242.506,239.653,234.207,230.06,227.371,231.437,229.672,226.944,221.234,222.555,218.44,215.185,219.379,222.571,215.89,212.586,207.092,199.068,198.715,196.021,193.305,189.632,185.964,182.235,179.814,176.027,173.042,169.207,166.458,163.963,167.218,
High income,HIC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,132.010609,128.3173943,128.975082,127.1949633,123.329554,122.1054622,119.8041643,117.582548,118.0739978,118.3908551,116.3379635,114.0163175,112.2174727,110.5835868,106.9740698,104.6683737,102.6549584,100.5154012,98.55130819,95.93022554,95.84844213,92.25561741,90.39624363,90.30887228,87.83404624,87.07029533,85.40252321,84.4854627,83.1707275,81.86587433,79.97869886,79.23169667,77.64703963,77.3741032,76.20483588,75.94121843,74.20497175,72.4727803,71.16795342,70.57238864,69.37582971,68.57927084,67.80092625,67.59001885,65.76088028,65.02432355,63.87261184,62.8064992,61.67847079,60.98679443,59.30771359,59.34634972,57.93309627,57.32235416,56.88340558,56.97047101,56.89751991,56.2520376,56.29931928,59.0868277,,
"Hong Kong SAR, China",HKG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,156.718,153.075,151.898,144.055,137.607,132.229,129.761,128.811,125.058,123.076,116.931,110.163,106.477,103.12,100.378,99.373,98.655,99.563,96.723,93.992,87.495,82.089,80.419,79.245,77.375,73.761,71.28,69,67.881,66.833,64.278,62.959,60.36,57.547,54.921,52.156,50.645,49.195,47.487,46.486,44.646,42.934,42.371,43.766,42.12,40.983,39.834,38.947,38.441,37.755,35.824,34.655,33.109,31.857,30.664,29.622,28.052,26.29,24.813,25.018,24.116,
Honduras,HND,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,311.061,312.95,305.384,302.594,296.608,294.06,290.595,288.671,282.792,279.804,277.141,275.106,269.209,297.247,333.45,254.628,249.009,244.319,239.527,233.645,227.728,223.485,214.527,207.601,202.568,204.597,195.627,188.903,188.763,181.81,177.675,171.639,170.459,166.166,166.185,159.482,156.971,156.302,228.985,149.911,148.973,143.01,143.134,143.658,137.343,138.876,138.714,140.172,140.854,134.222,129.821,123.529,118.592,114.729,114.164,110.132,110.146,109.881,109.318,109.784,124.302,
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,405.6152037,401.9534743,398.2737616,397.1319568,390.6981585,390.2823578,392.2321866,385.8716035,382.2482511,378.9406803,375.7499382,370.3328078,376.2778439,367.0200041,364.5893965,361.516852,353.9763917,349.7253164,346.5174952,341.9035058,337.5612026,334.4209816,332.9311352,344.4215393,346.4889864,345.7549645,340.0221009,334.9314261,340.6126874,333.2928452,335.9126696,339.7089934,343.3641821,341.6974087,343.9943367,337.2382064,339.5728602,339.206954,343.7190969,337.1957558,334.3219353,332.943391,330.7065178,326.196309,322.4425797,315.0739485,305.8434427,298.1938058,291.217102,281.3234094,277.7544827,263.7128506,255.0407644,245.9226767,239.4426011,232.9731684,225.1542299,221.0363741,215.1938396,210.0536657,217.6721374,
Croatia,HRV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,151.425,144.417,141.545,139.182,135.16,129.732,128.447,124.951,124.613,121.17,119.001,116.614,113.185,110.192,107.77,106.041,104.27,103.215,102.069,101.758,107.131,110.204,115.846,119.532,107.04,101.742,98.079,97.151,92.646,92.291,88.964,91.178,80.574,78.878,74.292,77.117,74.373,74.445,74.236,72.956,71.252,69.914,69.138,70.424,64.422,65.405,62.428,62.98,60.814,60.202,58.298,55.218,53.735,50.612,49.555,51.413,46.875,47.736,44.973,42.734,45.153,
Haiti,HTI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,326.446,324.369,321.936,354.123,321.238,319.342,319.44,316.181,314.65,313.45,311.766,309.882,312.896,315.274,319.554,321.269,324.395,326.443,328.802,332.53,337.139,336.324,337.27,337.833,339.742,334.274,329.513,329.528,326.509,329.186,332.147,322.672,320.211,315.16,313.016,300.01,290.878,289.222,280.042,266.514,261.681,263.094,258.593,247.194,259.335,232.136,226.448,221.856,217.433,213.223,482.177,213.909,205.747,201.146,195.002,192.369,188.327,183.52,182.532,176.812,179.648,
Hungary,HUN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,125.334,119.588,123.813,117.244,111.788,114.411,110.199,109.248,111.503,114.604,112.834,116.747,114.636,115.559,116.469,117.402,122.337,119.246,123.538,125.105,129.805,133.078,128.418,133.099,131.661,133.743,132.191,129.267,126.984,133.828,132.677,131.845,136.774,138.942,132.948,130.626,120.735,121.505,121.911,121.101,114.498,110.866,110.102,110.787,107.639,107.4,103.721,106.415,100.347,98.903,94.911,92.995,89.303,85.688,83.854,85.926,79.709,80.586,77.647,75.172,78.363,
IBRD only,IBD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,348.4395694,322.4835782,291.706064,287.6397048,282.2622455,283.1662388,277.2053558,270.4982199,263.3328096,258.2920014,253.3464814,246.8445242,241.9510792,234.9143648,229.1403932,223.318169,218.2500338,211.8338856,206.5170267,200.5848132,195.3563997,189.9727757,184.706527,179.5734855,175.6005227,171.1390382,165.4753775,162.037152,158.9803701,156.0337803,154.4959711,153.3874731,150.3554006,148.4530511,148.0284667,144.9760526,143.1627114,140.3927895,137.6077192,137.5335772,135.091941,131.1031136,129.1597255,127.2718784,126.543305,121.7706774,118.2094863,115.7531494,114.7687376,111.4210862,109.5875022,107.7793126,106.0797452,104.7758378,103.7433325,102.6103477,101.6678356,100.4310417,98.662297,97.4334943,104.2912695,
IDA & IBRD total,IBT,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,355.8138388,333.4070534,307.0388156,303.277953,297.4375241,298.1275127,292.2890477,285.7553889,278.703614,273.8489084,271.3066469,268.3861319,258.477716,251.5191624,246.5945914,241.97365,237.0137562,230.0663772,224.5855514,218.8751037,213.6941329,208.4556739,203.7662525,199.9524357,196.482182,192.988399,188.246955,185.3963506,183.1972573,180.3574757,179.1370101,179.3510932,176.7815613,175.745008,175.4593204,173.0716776,172.1486116,169.0408436,166.612846,165.0849906,163.0811084,159.806258,157.8368351,155.7414375,154.7448569,150.3985545,146.1850265,143.6695231,143.0144746,138.5313169,136.4318525,133.5411985,131.4502419,129.4095556,128.4300591,127.6593736,126.2409801,124.5824717,122.8265157,121.4135581,128.8070251,
IDA total,IDA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,394.3360441,389.8192795,385.6717205,383.1142129,374.6238082,374.0843993,368.8126224,363.1608685,356.6788495,352.7545798,362.5197411,377.994343,342.6637763,336.0399959,335.0694873,335.962113,330.9628239,320.9910144,314.6009226,309.8460851,304.6764935,299.951314,297.7878237,300.2006093,299.0407108,300.0365697,299.4350437,298.9178098,300.2418229,297.1301894,296.5117645,302.0235818,300.502228,302.1773737,301.1386123,300.4388307,302.289698,296.5550442,294.4879892,285.2899567,283.8446181,282.3003016,278.9414427,274.7279297,271.3894301,267.5706405,259.3223795,255.0860984,254.3037369,243.9139295,239.2379275,230.7115993,225.7812569,219.7916926,216.814416,213.015517,208.6182514,204.1045996,200.7693506,197.0940644,204.0204145,
IDA blend,IDB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,403.4024951,398.0748178,393.6885829,384.3283698,376.2898141,367.8153882,359.1932313,354.1774574,341.2028419,333.5926461,321.9631256,329.1300975,311.2233624,307.213748,305.2837246,299.2981963,291.0170272,283.9131378,278.3165964,274.0212328,268.3604117,259.6201736,256.9925239,252.0254218,250.1029358,257.0476574,262.9796749,266.5914141,263.2010773,262.1140065,259.9686839,266.3983056,275.2903909,283.0507411,289.0310975,296.625438,296.5569442,297.9876162,299.2655814,295.8518391,294.8930537,295.9969899,293.3578381,291.1095316,286.4346434,286.4448725,273.3505027,269.5928962,265.335802,261.0287876,256.7408073,251.1332783,250.2209321,246.3087853,244.6706913,242.2295919,242.5625877,237.0652892,236.4867897,235.4805209,237.9674817,
Indonesia,IDN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,345.286,340.213,333.573,328.357,314.33,374.028,340.251,296.11,291.114,283.722,277.18,271.297,265.319,259.719,255.144,249.886,243.392,236.746,234.516,228.542,221.354,221.195,214.418,206.644,206.659,200.918,196.543,200.23,198.305,193.4,189.582,190.739,184.01,176.179,180.41,177.014,180.674,175.747,178.044,172.059,176.373,169.887,170.367,163.172,194.81,169.141,161.814,163.216,166.068,159.579,162.016,162.174,160.869,152.461,152.838,152.107,151.951,151.493,143.61,142.276,161.38,
IDA only,IDX,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,390.2833835,386.132152,382.0975827,382.5738216,373.8837385,376.8638967,373.0718173,367.1343058,363.520111,361.2290081,380.493707,399.7211295,356.689596,348.9392803,348.4421364,352.4924998,349.0748567,337.9165859,331.2560727,326.3961499,321.7078901,319.2131669,317.4790911,323.5210338,322.7245178,320.888311,317.1941644,314.7311144,318.4352806,314.3905415,314.5997158,319.7190468,312.9948616,311.6212619,307.1134252,302.3222764,305.1320865,295.8416377,292.100066,279.9954875,278.2747766,275.3580236,271.6343655,266.4428324,263.7855545,258.0411274,252.2496529,247.7757438,248.7415462,235.278036,230.3961324,220.39828,213.4705821,206.4715489,202.8636311,198.4302007,191.7341478,187.7668132,183.1153028,178.1812371,187.3391268,
Isle of Man,IMN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,153.542,158.324,153.531,158.398,147.312,146.297,144.677,138.819,141.25,143.727,140.099,137.841,142.572,134.158,137.208,130.741,129.618,127.777,126.722,124.209,120.258,114.128,114.039,109.296,107.939,111.179,105.513,102.86,99.364,101.908,92.63,90.075,85.908,98.993,90.634,94.046,89.369,87.376,91.344,94.791,86.459,85.274,82.437,85.181,73.445,69.488,70.557,72.536,62.699,61.473,59.467,58.636,57.758,56.95,56.097,63.221,54.537,53.719,52.966,52.17,52.461,
India,IND,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,393.56,394.154,393.657,392.458,390.91,399.413,393.749,387.484,368.994,362.231,356.306,351.81,347.154,342.126,335.116,328.252,319.8,310.882,300.122,289.612,279.38,269.62,260.543,252.201,244.632,237.922,232.112,227.18,223.023,219.38,216.377,213.731,211.316,209.574,207.181,205.19,203.097,200.707,198.086,194.977,190.564,186.254,179.626,173.247,167.462,161.031,155.712,151.348,147.873,145.274,143.479,142.507,142.342,142.92,143.702,144.478,144.65,143.731,141.768,139.668,144.496,
Not classified,INX,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,134.742,130.164,128.833,129.913,125.771,120.207,126.467,118.405,120.919,122.973,120.538,116.133,118.577,117.926,114.999,111.008,107.44,105.872,105.878,104.755,100.655,96.896,96.162,94.983,92.36,86.927,87.852,80.76,82.544,81.769,80.635,74.913,77.019,73.614,73.638,73.749,68.427,70.908,67.669,69.634,70.026,65.886,60.492,61.181,60.791,58.593,58.972,53.613,56.899,54.999,50.78,51.432,51.094,48.066,46.131,47.709,44.95,41.591,,,,
"Iran, Islamic Rep.",IRN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,392.8,387.779,399.382,376.425,371.91,367.684,357.269,353.496,354.26,337.628,328.378,318.242,317.8,297.443,287.444,278.143,268.639,259.359,277.361,238.02,232.338,231.351,220.287,207.414,195.802,187.396,181.188,180.141,172.866,161.996,183.57,154.614,149.087,147.207,141.636,140.487,130.993,129.873,124.575,120.787,117.106,113.466,109.985,122.949,103.012,88.443,86.977,87.374,94.103,100.907,92.21,84.109,79.85,78.193,72.435,69.95,66.922,61.3,62.474,64.742,85.824,
Iraq,IRQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,230.339,225.511,218.653,214.765,212.317,206.334,200.033,195.51,193.768,189.993,185.062,180.848,178.035,171.604,173.868,168.662,158.014,153.49,155.047,151.904,163.435,167.063,167.786,163.065,164.387,160.908,161.751,162.039,190.334,208.505,208.619,178.006,151.074,146.756,150.289,157.868,165.198,174.639,185.459,166.012,152.212,151.28,149.798,155.518,157.293,159.194,167.163,170.442,171.177,166.819,158.072,156.03,154.341,151.629,146.066,146.13,130.194,118.204,116.722,115.615,143.392,
Iceland,ISL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,105.187,95.815,99.145,85.987,92.662,99.604,104.059,84.87,104.117,103.427,73.025,104.823,112.378,85.482,101.021,79.86,69.569,81.157,80.197,85.548,71.116,58.067,79.981,64.685,61.825,56.729,67.599,73.028,70.574,64.117,78.001,67.9,60.375,64.043,68.479,71.737,58.112,63.985,55.6,58.701,59.117,54.194,54.311,50.724,50.672,48.853,53.083,45.538,39.741,39.946,36.334,42.297,34.35,38.876,42.085,43.185,38.181,32.503,40.902,,,
Israel,ISR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,120,,,,,,,,,,110,,,,,,,,,,85,,,78.245,78.771,77.317,77.627,77.24,73.322,72.713,70.595,68.753,68.321,63.991,63.991,60.844,60.177,58.08,56.388,56.738,54.709,53.665,54.033,51.974,48.71,49.546,47.475,47.145,45.101,45.304,42.956,43.702,40.475,41.393,41.017,39.687,39.638,,,,,
Italy,ITA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,109.559,105.669,108.954,109.04,102.391,102.239,98.102,98.64,99.212,100.225,94.922,92.15,92.184,90.388,86.385,86.253,84.412,80.795,78.448,76.723,76.868,74.209,71.604,71.9,68.712,67.443,67.132,64.986,63.787,62.039,61.131,61.15,59.368,58.708,57.841,57.53,56.588,53.817,53.88,50.984,50.685,49.7,49.132,47.786,44.996,44.227,42.889,42.189,41.701,41.987,40.179,40.484,39.701,38.636,37.507,38.612,37.319,37.787,36.495,,,
Jamaica,JAM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,184.185,183.747,187.632,176.473,177.459,172.983,167.479,167.513,170.995,171.461,166.905,167.559,165.339,160.372,158.677,157.638,156.418,159.512,158.171,156.721,150.755,144.098,142.125,145.749,143.18,141.55,139.005,135.256,132.011,122.279,119.746,120.367,122.413,127.035,129.104,131.565,129.651,134.431,135.963,135.452,135.98,137.174,131.708,130.915,126.649,124.923,124.324,125.837,127.315,120.536,114.167,109.369,112.96,116.674,121.385,124.717,126.268,126.721,127.041,127.614,127.341,
Jordan,JOR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,328.538,317.25,306.738,295.902,285.744,276.396,269.582,259.704,251.632,243.637,245.044,230.531,222.919,216.759,210.809,205.363,199.521,194.015,188.896,184.139,179.777,174.779,169.711,164.95,160.691,156.762,153.241,149.368,144.807,140.952,137.639,134.498,131.776,129.263,126.995,124.945,122.415,119.493,116.79,114.182,111.666,109.169,106.853,104.562,102.446,100.671,98.587,95.804,93.151,90.595,88.204,86.007,84.048,82.045,80.172,78.452,76.704,73.999,71.385,68.954,72.15,
Japan,JPN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,148.963,142.167,137.334,128.665,123.779,120.79,115.145,110.85,108.421,106.058,104.122,97.05,94.025,91.291,87.413,84.18,79.951,75.616,73.189,70.678,69.039,66.56,64.577,63.547,61.771,60.37,58.428,56.646,56.04,54.928,53.461,53.069,52.53,51.537,49.993,51.715,49.248,48.733,49.109,48.94,47.658,46.401,45.397,44.945,45.363,45.04,44.086,43.215,42.712,41.645,41.443,45.246,39.807,39.191,38.722,37.112,36.953,35.719,35.823,35.553,,
Kazakhstan,KAZ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,192.99,195.27,196.826,191.852,190.117,187.171,183.005,182.652,183.219,181.334,178.171,176.565,173.505,170.781,167.208,165.408,172.454,169.261,167.979,165.775,163.592,159.826,157.866,159.931,164.487,163.244,162.11,156.827,153.043,155.517,157.985,161.484,164.643,156.482,157.676,158.959,159.031,159.212,158.298,157.418,155.888,154.126,162.253,157.953,154.836,150.936,146.579,150.808,143.375,141.432,135.041,129.985,124.325,120.979,116.267,112.349,117.069,109.291,109.163,105.939,119.468,
Kenya,KEN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,332.747,325.485,322.134,318.642,315.492,313.116,310.94,309.163,304.851,302.452,297.606,280.99,266.229,262.348,277.747,288.068,289.168,277.879,272.622,266.326,258.42,191.384,206.39,215.222,225.226,233.818,249.431,253.955,262.434,272.409,274.441,282.449,292.116,307.541,316.268,337.032,351.544,366.367,383.368,395.804,414.02,422.751,419.941,413.765,403.064,385.437,367.138,360.248,344.365,328.442,329.774,318.898,320.564,321.812,306.914,306.191,308.292,292.693,291.343,291.473,298.533,
Kyrgyz Republic,KGZ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,232.924,232.524,228.751,225.012,225.879,224.64,218.381,219.645,216.565,212.977,208.101,207.584,203.242,198.704,194.678,198.805,200.701,196.284,192.915,189.568,186.115,186.917,188.724,181.291,181.383,175.385,177.653,176.794,174.792,171,173.026,169.385,169.778,172.199,171.019,167.743,162.59,162.415,156.994,152.435,158.939,154.374,150.308,146.495,149.017,147.472,141.864,142.814,137.496,131.572,128.186,123.778,120.953,121.209,113.579,117.865,110.503,108.979,105.996,99.337,114.576,
Cambodia,KHM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,428.253,418.918,412.036,403.412,395.153,392.524,383.449,380.084,377.54,371.409,393.714,392.884,384.225,389.853,395.412,845.011,973.382,701.766,430.377,371.314,343.24,334.09,329.036,322.107,314.491,306.291,307.69,298.753,292.772,281.628,276.385,274.163,271.877,270.506,271.018,267.905,264.025,261.02,258.432,251.795,242.889,230.855,218.723,206.715,201.155,195.687,188.43,182.199,174.647,162.053,161.782,151.308,150.124,142.717,141.651,141.294,133.372,134.235,134.103,133.768,134.767,
Kiribati,KIR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,366.269,360.684,354.806,348.558,341.963,335.149,327.556,319.896,312.711,305.688,298.603,292.333,288.678,282.749,279.56,277.147,275.337,284.871,272.554,270.714,268.564,266.415,264.181,261.379,258.536,255.029,250.73,246.06,240.797,235.415,230.113,224.61,219.626,215.351,211.489,208.297,205.405,202.421,199.533,196.421,193.611,191.192,189.363,188.222,187.86,188.108,188.839,189.446,189.619,188.941,187.819,186.069,184.268,182.131,179.853,177.336,174.04,170.802,167.84,165.046,162.302,
St. Kitts and Nevis,KNA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6929781,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,296.045,293.789,291.565,285.233,267.45,253.175,236.222,212.076,211.501,209.197,210.331,204.043,198.216,192.456,185.326,180.703,175.44,182.069,169.811,154.004,166.969,133.523,139.85,147.673,131.294,128.102,123.193,121.858,112.992,107.256,99.804,95.026,90.067,88.033,84.858,82.161,79.361,74.589,71.058,67.88,64.712,59.385,58.404,58.071,54.967,52.32,48.845,46.529,42.286,38.468,36.206,33.53,31.949,29.503,27.146,26.316,24.874,23.589,23.055,22.07,31.797,
Kuwait,KWT,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,217.367,208.246,198.914,193.29,180.488,174.296,168.124,156.721,148.38,132.196,119.951,115.631,120.457,124.981,123.029,128.364,125.174,120.653,124.001,125.622,118.513,112.005,111.696,103.908,101.975,95.345,91.921,87.019,79.13,77.47,82.945,77.285,73.177,72.268,72.255,74.867,74.815,68.268,66.471,65.436,63.735,63.672,63.758,62.328,63.297,62.419,61.561,61.825,61.631,59.198,53.093,47.498,43.105,38.559,36.813,34.744,32.864,31.822,31.962,31.812,43.207,
Latin America & Caribbean (excluding high income),LAC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,257.6124561,252.958745,249.5693771,245.9645881,241.7380484,238.0657055,234.7912047,231.6602345,228.5708086,225.6841739,229.8313068,218.3721568,215.2877441,210.2023549,207.0668572,202.0627838,201.0013506,194.8142534,191.9759555,188.9333419,185.7060975,181.2116617,178.5734457,174.0660304,170.5355524,169.2413431,162.7572465,158.5418121,154.9931878,151.5988811,148.1815808,145.8992205,143.3296044,140.9232201,138.3754131,135.6324253,132.4884982,129.8514217,128.2933865,124.2903456,120.6574313,117.7684927,115.7451943,114.7418279,111.8917633,108.9018586,106.964065,105.699626,103.5549635,101.6903714,104.4075443,98.25738557,96.07282631,94.27650042,92.61284255,91.76367172,91.06361002,90.29970195,89.23319101,87.51331646,110.1716626,
Lao PDR,LAO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,424.656,420.199,413.46,414.437,410.436,404.369,405.83,401.975,396.297,397.358,393.604,388.257,389.325,387.368,387.325,381.755,387.308,381.972,378.397,372.752,361.569,354.435,348.93,343.168,336.072,330.133,323.347,318.676,310.585,303.823,299.57,292.48,287.053,282.842,281.919,275.111,270.336,266.087,263.348,268.298,261.537,251.002,245.805,237.108,234.913,225.562,219.615,212.995,211.729,200.282,191.357,187.065,176.96,174.88,163.304,162.434,154.115,154.393,154.156,145.472,139.036,
Lebanon,LBN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,168.206,162.681,163.192,158.233,158.564,158.217,159.069,154.194,153.891,153.845,154.185,153.709,154.058,149.569,149.488,178.511,465.849,205.65,204.917,204.652,205.622,200.439,333.367,180.051,174.302,174.606,169.101,189.489,189.06,141.144,140.675,122.616,123.694,120.119,117.896,117.744,113.85,105.615,104.73,99.335,94.48,89.363,79.993,77.66,74.002,72.397,67.755,64.55,63.512,61.863,60.573,59.222,58.128,57.322,55.922,54.409,52.48,51.346,51.429,54.273,60.448,
Liberia,LBR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,415.638,415.345,414.231,415.039,415.75,414.07,411.184,411.044,407.752,404.088,402.017,399.617,393.598,389.83,386.102,386.441,381.69,377.849,373.484,374.148,369.709,367.928,367.188,365.338,362.762,367.582,364.839,368.852,370.564,371.754,393.981,361.375,350.647,355.053,356.73,336.54,331.381,298.092,291.957,280.66,276.664,267.546,268.271,275.622,258.334,255.664,259.606,257.49,257.811,256.234,261.911,262.846,260.38,265.769,281.044,278.718,266.112,267.821,259.497,260.508,258.52,
Libya,LBY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,385.609,371.062,355.329,350.379,333.808,320.571,307.477,298.057,284.814,276.492,265.839,257.379,246.978,243.339,228.549,207.724,188.858,178.596,167.704,157.935,148.856,144.705,139.254,134.227,133.964,129.732,129.164,123.921,123.827,119.262,119.036,114.037,114.362,115.225,110.388,110.057,109.817,114.72,114.835,119.608,125.232,121.767,118.964,120.497,116.174,117.575,119.059,120.915,114.314,116.615,118.609,131.173,119.909,121.551,117.078,117.077,116.924,115.682,114.262,116.364,118.301,
St. Lucia,LCA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,215.272,196.36,189.611,186.834,182.77,181.546,179.269,176.641,172.935,178.3,177.508,181.297,186.113,191.548,182.832,179.884,174.977,162.469,169.654,175,181.386,168.01,161.454,147.514,132.927,134.59,133.718,145.101,149.193,148.001,148.719,142.76,133.09,131.402,135.868,137.238,145.204,157.029,159.855,153.729,145.001,130.519,119.056,110.705,106.06,102.226,98.282,96.91,96.106,94.642,97.002,97.647,99.173,97.112,94.402,90.863,89.285,87.826,85.922,85.92,85.97,
Latin America & Caribbean,LCN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,253.0450637,248.1606307,245.1371653,241.8858721,236.9945997,233.0936486,229.762957,226.6120303,223.5297828,220.8092209,223.3748008,212.6923939,209.8632072,204.2554024,200.7086853,195.7274903,194.87753,188.6099577,185.6385719,182.8217171,179.6890482,174.9764277,172.2261366,167.9874431,164.7159201,163.4195321,157.2404542,153.361456,150.0174673,147.0192958,143.925816,141.3784511,138.9497059,136.5707943,134.2837398,131.66459,128.8045123,126.1235352,124.5638175,121.1176896,117.3982347,115.2597782,112.7652696,112.1557553,109.2802652,106.4019731,104.7430377,103.5126265,101.6368938,99.86798745,102.261925,96.66114714,94.51101026,92.90989157,91.41197,90.58571156,90.06495376,89.64507023,88.53294806,86.85365726,108.148365,
Least developed countries: UN classification,LDC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,398.829823,394.5958069,390.4757395,391.3353798,382.3670533,385.7799893,382.0395426,376.0236204,372.2811515,370.152782,391.5136492,412.7811485,365.4220044,357.9898288,357.7403833,363.3671554,360.2724719,348.2910341,342.2317628,337.408778,332.7245299,330.0440968,327.8064774,335.8920543,335.1930588,333.1874568,329.609498,327.5574537,331.9401466,327.7106163,327.883432,333.2213567,325.8659582,323.7286579,318.3645511,313.2135964,316.2547369,305.9006126,300.7193312,288.1465097,285.9488741,282.5111389,278.6673373,272.9158113,269.7238634,263.7406474,257.8891549,253.5150237,254.8965558,240.6529601,235.2495155,224.6768224,216.0677538,207.9304291,203.84915,199.2983034,192.5002506,188.8599625,183.7072363,179.2132156,188.1726349,
